name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Pearl City Peninsula Solar Park,USA0058676,1.0,Solar,United States of America,Forest City Sustainable Resources Pearl City LLC,EIA-860,21.375556,-157.968056,United States of America national data
Cachoeira,BRA0010713,19.25,Hydro,Brazil,FR Incorporadora Ltda.,http://sigel.aneel.gov.br/kmz.html,-16.940656,-48.081894,Brazil national data
Cirrus Solar LLC,USA0058674,5.0,Solar,United States of America,O2energies  Inc.,EIA-860,35.969444,-78.265,United States of America national data
Huangshi power station,GEODB0000323,1100.0,Coal,China,Huadian Hubei Co,SourceWatch,30.223,115.066,SourceWatch data
Upper Newton Falls,USA0058679,1.5,Hydro,United States of America,Erie Boulevard Hydropower LP,EIA-860,44.214444,-74.991389,United States of America national data
Ivy River Hydro,USA0050890,1.2,Hydro,United States of America,Madison Hydro Partners,EIA-860,35.771627,-82.61827,United States of America national data
Springfield Power LLC,USA0010838,20.0,Waste,United States of America,Springfield Power LLC,EIA-860,43.442871,-72.056,United States of America national data
Rama Hydroelectric Power Plant Bosnia and Herzegovina,GEODB0044770,160.0,Hydro,Bosnia and Herzegovina,Elektroprivreda Bosne i Hercegovine,GEO,43.747041,17.675838,GEO data
Mostar Hydroelectric Power Plant Bosnia and Herzegovina,GEODB0044773,75.0,Hydro,Bosnia and Herzegovina,Elektroprivreda HZ Bosne i Hercegovine d.d. Mostar,GEO,43.3776,17.8449,GEO data
Salto,BRA0010474,1.34,Hydro,Brazil,Renova Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-11.433333,-45.616667,Brazil national data
Elkhorn Ridge Wind LLC,USA0056947,81.0,Wind,United States of America,Edison Mission Energy,EIA-860,42.6978,-97.6189,United States of America national data
Brejão Jusante,BRA0011267,19.7,Hydro,Brazil,Energias Complementares do Brasil - Geração de Energia Elétrica e Minas PCH S.A.,http://sigel.aneel.gov.br/kmz.html,-10.103613,-47.052499,Brazil national data
High Lonesome Mesa  LLC,USA0056945,100.0,Wind,United States of America,Edison Mission Energy,EIA-860,34.466667,-105.9625,United States of America national data
CM10,USA0056944,10.0,Solar,United States of America,Copper Mountain 1 LLC,EIA-860,35.7881,-114.9933,United States of America national data
Katowice,WRI1019075,135.0,Coal,Poland,,ENTSOE,50.258415,19.027545,CARMA data
Forward Wind Energy Center,USA0056942,129.0,Wind,United States of America,Invenergy Services LLC,EIA-860,43.6161,-88.4969,United States of America national data
Grand Ridge Wind Energy Center,USA0056941,210.0,Wind,United States of America,Invenergy Services LLC,EIA-860,41.2269,-88.6836,United States of America national data
Toca do Tigre,BRA0011910,11.8403,Hydro,Brazil,CJ Hydro – Geração de Energia S. A,http://sigel.aneel.gov.br/kmz.html,-27.545278,-53.805278,Brazil national data
SAU 2,WRI1007891,27.78,Hydro,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,41.045,-6.8067,GEO data
SASTAGO-II,WRI1007890,20.3,Hydro,Spain,ELECTRO METALURGICA DEL EBRO  S.L.,Red Eléctrica de España,41.947002,2.384404,CARMA data
Yanbu,WRI1008665,56.0,Oil,Saudi Arabia,,Saudi Long Term Planning 2049,24.1196,38.1181,GEO data
Zachary Ridge LLC,USA0056218,2.0,Wind,United States of America,Wind Energy America Inc,EIA-860,43.4058,-95.6575,United States of America national data
VALORACIONES ENERGETICAS AGRARIAS,WRI1008019,40.0,Other,Spain,VALORACIONES ENERGETICAS AGRARIAS  S.L.,Red Eléctrica de España,42.022834,-6.330268,CARMA data
Água Prata,BRA0011913,13.3,Hydro,Brazil,Usina Elétrica do Prata Ltda,http://sigel.aneel.gov.br/kmz.html,-16.092222,-55.063056,Brazil national data
Coolidge Generation Station,USA0056948,726.0,Gas,United States of America,Coolidge Power LLC,EIA-860,32.917399,-111.503327,United States of America national data
Paraburdoo,AUS0000229,153.0,Gas,Australia,Rio Tinto Australia Pty Ltd,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-23.223478997,117.613481226,Australia national data
Caprichosa 7,BRA0070103,5.0,Solar,Brazil,CEI Solar Empreendimentos Energéticos S.A.,http://sigel.aneel.gov.br/kmz.html,-15.127703,-43.601447,Brazil national data
Lagoa,BRA0011264,1.45,Hydro,Brazil,Conquista Geração de Energia Elétrica Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.335565,-53.121661,Brazil national data
Mafrig Pirenópolis,BRA0041248,1.12,Coal,Brazil,Engenharia e Geração de Energia Ltda,http://sigel.aneel.gov.br/kmz.html,-15.80618,-49.002445,Brazil national data
ERB Candeias,BRA0041249,16.79,Coal,Brazil,ERB Aratinga S.A,http://sigel.aneel.gov.br/kmz.html,-12.763026,-38.471837,Brazil national data
Caprichosa 6,BRA0070102,5.0,Solar,Brazil,CEI Solar Empreendimentos Energéticos S.A.,http://sigel.aneel.gov.br/kmz.html,-15.126244,-43.601483,Brazil national data
Marfrig Paranaíba,BRA0041244,1.6,Coal,Brazil,Engenharia e Geração de Energia Ltda,http://sigel.aneel.gov.br/kmz.html,-19.52366,-51.386295,Brazil national data
Marinho,BRA0011263,2.65,Hydro,Brazil,Conquista Geração de Energia Elétrica Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.402498,-53.168885,Brazil national data
Leonora (Murrin Murrin Nickel Mine),AUS0000223,78.0,Gas,Australia,Minara Resources,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-28.923754,121.32929,Australia national data
Jundee Gold Mine,AUS0000222,21.0,Gas,Australia,Newmount Australia,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-26.371212,120.577613,Australia national data
Marfrig Capão,BRA0041240,1.6,Coal,Brazil,Engenharia e Geração de Energia Ltda,http://sigel.aneel.gov.br/kmz.html,-31.767804,-52.406162,Brazil national data
Caprichosa 5,BRA0070101,10.0,Solar,Brazil,CEI Solar Empreendimentos Energéticos S.A.,http://sigel.aneel.gov.br/kmz.html,-15.123828,-43.601525,Brazil national data
Wiluna Gold Mine,AUS0000227,21.0,Gas,Australia,Apex Minerals,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-26.631568,120.251884,Australia national data
Portão,BRA0011914,16.422,Hydro,Brazil,J. Malucelli Energia S/A,http://sigel.aneel.gov.br/kmz.html,-27.633333,-50.775556,Brazil national data
Pedra Cheirosa II,BRA0031052,24.0,Wind,Brazil,Pedra Cheirosa II Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-3.007414,-39.733588,Brazil national data
Pedra Cheirosa I,BRA0031053,26.0,Wind,Brazil,Pedra Cheirosa I Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-2.986661,-39.742401,Brazil national data
Caju 3,BRA0031050,30.0,Wind,Brazil,Rialma Energia Eólica S.A.,http://sigel.aneel.gov.br/kmz.html,-2.727963,-42.047825,Brazil national data
França,BRA0000132,29.5,Hydro,Brazil,Companhia Brasileira de Alumínio,http://sigel.aneel.gov.br/kmz.html,-23.940556,-47.194444,Brazil national data
Ventos do Norte 6,BRA0031056,28.8,Wind,Brazil,Bioenergy Geradora de Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-2.692923,-42.607283,Brazil national data
Mucuri,BRA0011917,22.5,Hydro,Brazil,Mucuri Energética S.A,http://sigel.aneel.gov.br/kmz.html,-17.583333,-40.983333,Brazil national data
Cabeça de Frade,BRA0031054,5.7,Wind,Brazil,Centrais Eólicas Bela Vista I Ltda.,http://sigel.aneel.gov.br/kmz.html,-13.81728,-42.667337,Brazil national data
Acauã,BRA0031055,12.0,Wind,Brazil,Acauã Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-14.487493,-42.62162,Brazil national data
Sinfonia 5,BRA0031508,29.4,Wind,Brazil,RIALMA ENERGIA EOLICA S/A,http://sigel.aneel.gov.br/kmz.html,-5.381066,-36.272877,Brazil national data
Vacaro,BRA0020627,1.55,Hydro,Brazil,<Null>,http://sigel.aneel.gov.br/kmz.html,-26.931389,-51.916944,Brazil national data
Ventos do Norte 9,BRA0031058,28.8,Wind,Brazil,Bioenergy Geradora de Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-2.726112,-42.586438,Brazil national data
Ilha Comprida,BRA0011916,20.16,Hydro,Brazil,Ilha Comprida Energia S.A,http://sigel.aneel.gov.br/kmz.html,-13.1975,-58.983889,Brazil national data
KPCL BMPP Bangladesh,GEODB0040465,110.0,Oil,Bangladesh,Khulna Power Company Limited (KPCL),GEO,22.868,89.537,GEO data
River Changja,WRI1019850,81.0,Hydro,North Korea,,The People's Korea,38.202083,125.78375,WRI data
Olinda Landfill Gas Recovery Plant,USA0010648,5.4,Waste,United States of America,Brea Generation LLC,EIA-860,33.9056,-117.8439,United States of America national data
Sol do Sertão VII,BRA0070106,5.0,Solar,Brazil,Solyes Geradora de Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.313611,-43.605555,Brazil national data
Penacook Lower Falls,USA0050353,4.6,Hydro,United States of America,Briar-Hydro Associates,EIA-860,43.285761,-71.594962,United States of America national data
Milford Hydro Station,USA0001475,7.8,Hydro,United States of America,Brookfield Black Bear Hydro  LLC,EIA-860,44.942064,-68.64504,United States of America national data
Medway,USA0001474,8.0,Oil,United States of America,Emera Maine,EIA-860,45.6078,-68.5444,United States of America national data
Ibitinga,BRA0000137,131.49,Hydro,Brazil,AES Tietê S/A,http://sigel.aneel.gov.br/kmz.html,-21.759167,-48.990556,Brazil national data
Liulin Liansheng power station,GEODB0000613,2000.0,Coal,China,Gemeng International,SourceWatch,37.4185467,110.8243489,SourceWatch data
Crestuma,WRI1019156,117.0,Hydro,Portugal,,ENTSOE,41.0716,-8.486,GEO data
Romaine-4,WRI1015980,245.0,Hydro,Canada,Hydro Quebec,Canadian Power Plant Database,50.233443761,-63.598624167,CARMA data
Rundle,WRI1015981,50.0,Hydro,Canada,Hydro Quebec,Canadian Power Plant Database,51.08865,-115.37357,GEO data
Benjamin Moore & Co. Solar,USA0057733,1.4,Solar,United States of America,Constellation Solar New Jersey  LLC,EIA-860,40.825556,-74.714722,United States of America national data
Solar Salgueiro III,BRA0070104,30.0,Solar,Brazil,Lira Empreendimentos Ltda.,http://sigel.aneel.gov.br/kmz.html,-8.092186,-39.361969,Brazil national data
ALBANISA Che Guevara III (Managua) IC Power Plant Nicaragua,GEODB0043603,20.4,Oil,Nicaragua,Alba de Nicaragua SA (ALBANISA),GEO,12.15421,-86.25817,GEO data
Sainte-Marguerite-3,WRI1015985,884.0,Hydro,Canada,TransCanada,Canadian Power Plant Database,50.71481,-66.7821,GEO data
Saint-Robert-Bellarmin,WRI1015986,80.0,Wind,Canada,Hydro Quebec,Canadian Power Plant Database,45.583383369,-70.882337146,CARMA data
Stillwater Hydro Station,USA0001478,1.8,Hydro,United States of America,Brookfield Black Bear Hydro  LLC,EIA-860,44.9094,-68.6833,United States of America national data
GreenWhey Energy Inc,USA0058747,3.2,Waste,United States of America,GreenWhey Holdings,EIA-860,45.390278,-92.1625,United States of America national data
Elk City LLC,USA0057346,198.1,Wind,United States of America,Elk City LLC,EIA-860,35.4642,-99.8983,United States of America national data
Fratel,WRI1019154,132.0,Hydro,Portugal,,ENTSOE,39.5428,-7.8029,GEO data
Shuaiba South,WRI1008687,804.0,Gas,Kuwait,Government,Electrical Energy in Kuwait 2009,29.027463,48.132985,WRI data
Baldwin Wind LLC,USA0057347,102.4,Wind,United States of America,Baldwin Wind LLC,EIA-860,47.1133,-100.7086,United States of America national data
Naejungri,WRI1019855,12.0,Hydro,North Korea,,The People's Korea,40.72375,128.267083,WRI data
Picote II,WRI1019138,245.0,Hydro,Portugal,,ENTSOE,41.379,-6.3525,GEO data
Cargill Dry Creek Biofactory,USA0057344,2.4,Waste,United States of America,AgPower DCD  LLC,EIA-860,42.4183,-114.2292,United States of America national data
Baixo Sabor Montante,WRI1019152,153.0,Hydro,Portugal,,ENTSOE,41.787709,-6.753883,CARMA data
Napoleon,USA0007578,5.4,Oil,United States of America,American Mun Power-Ohio  Inc,EIA-860,41.4106,-84.0967,United States of America national data
Baú I,BRA0000379,110.0,Hydro,Brazil,Brookfield Energia Renovável S.A,http://sigel.aneel.gov.br/kmz.html,-20.256944,-42.897222,Brazil national data
Ponte de Pedra,BRA0000378,30.0,Hydro,Brazil,Eletricidade de Mato Grosso Ltda.,http://sigel.aneel.gov.br/kmz.html,-13.581241,-57.363795,Brazil national data
Jinneng Guojin power station,GEODB0000610,350.0,Coal,China,Shanxi Guojin Power,SourceWatch,37.516667,111.15,SourceWatch data
Guanta,WRI1018646,174.0,Gas,Venezuela,,Venezuela Electricity Sector 2013 Report,10.234477,-64.595517,CARMA data
Niles,USA0007579,5.4,Oil,United States of America,American Mun Power-Ohio  Inc,EIA-860,41.168,-80.7529,United States of America national data
Murta,BRA0000373,120.0,Hydro,Brazil,Murta Energética S/A,http://sigel.aneel.gov.br/kmz.html,-16.616667,-42.283333,Brazil national data
Itumirim,BRA0000372,50.0,Hydro,Brazil,Companhia Energética Itumirim,http://sigel.aneel.gov.br/kmz.html,-18.506111,-52.069444,Brazil national data
São Roque,BRA0000371,135.0,Hydro,Brazil,São Roque Energética S.A.,http://sigel.aneel.gov.br/kmz.html,-27.4975,-50.805278,Brazil national data
Santa Rosa,BRA0000370,10.0,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-19.580643,-42.197051,Brazil national data
Funil,BRA0000377,216.0,Hydro,Brazil,Furnas Centrais Elétricas S/A.,http://sigel.aneel.gov.br/kmz.html,-22.530278,-44.566944,Brazil national data
Santo Antônio do Jari,BRA0000376,373.4,Hydro,Brazil,ECE Participações S.A.,http://sigel.aneel.gov.br/kmz.html,-0.65,-52.516667,Brazil national data
Tijuco Alto,BRA0000375,144.0,Hydro,Brazil,Companhia Brasileira de Alumínio - CBA,http://sigel.aneel.gov.br/kmz.html,-24.649444,-49.034722,Brazil national data
Salto das Nuvens,BRA0000374,20.0,Hydro,Brazil,Votorantim Cimentos Ltda;,http://sigel.aneel.gov.br/kmz.html,-14.631179,-57.743482,Brazil national data
Pesanggaran BOT,WRI1000805,51.0,Oil,Indonesia,Anggreko International - rental,Repit's Blog,-8.7157,115.214,CARMA data
Orion Solar I,USA0058718,12.0,Solar,United States of America,Orion Solar I LLC,EIA-860,35.150694,-118.875,United States of America national data
FirstEnergy Fort Martin Power Station,USA0003943,1152.0,Coal,United States of America,Monongahela Power Co,EIA-860,39.710833,-79.9275,United States of America national data
King City Power Plant,USA0010294,133.2,Gas,United States of America,Calpine King City Cogen LLC,EIA-860,36.225,-121.1278,United States of America national data
Mountain Village,USA0006329,1.7,Oil,United States of America,Alaska Village Elec Coop  Inc,EIA-860,62.1656,-163.0783,United States of America national data
Uda Walawe Hydroelectric Power Plant Sri Lanka,GEODB0040504,6.0,Hydro,Sri Lanka,Ceylon Electricity Board (CEB),GEO,6.434,80.854,GEO data
Jinzhong Anping power station,GEODB0000611,300.0,Coal,China,SDIC Xiyang Power Co,SourceWatch,37.642467,113.650185,SourceWatch data
South Forks Hydro,USA0010296,8.0,Hydro,United States of America,South Forks Joint Venture,EIA-860,42.4937,-114.3102,United States of America national data
PARQUE EOLICO DEHESA DEL COSCOJAR,WRI1007408,15.0,Wind,Spain,DESARROLLO EOLICO DEL EBRO  S.A.,Red Eléctrica de España,41.900642,-1.41994,CARMA data
Ukuwela Hydroelectric Power Plant Sri Lanka,GEODB0040502,40.0,Hydro,Sri Lanka,Ceylon Electricity Board (CEB),GEO,7.399,80.6523,GEO data
Regua,WRI1019150,180.0,Hydro,Portugal,,ENTSOE,41.1461,-7.74,GEO data
Erweiterung Energiezentrale 2003,WRI1005668,7.44,Gas,Germany,Flughafen München GmbH,Open Power System Data,48.3591,11.7903,WRI data
Erzhausen,WRI1005669,220.0,Hydro,Germany,Statkraft Markets GmbH,Open Power System Data,51.89912,9.92452,WRI data
Lednock,WRI1004913,3.0,Hydro,United Kingdom,Breadalbane,UK DUKES,56.4166667,-4.0333333,CARMA data
Hwange Coal Power Plant Zimbabwe,GEODB0040404,920.0,Coal,Zimbabwe,ZESA Holdings (Pvt) LTD.,GEO,-18.3835,26.47,GEO data
Waterloo Lundquist,USA0007851,18.0,Oil,United States of America,MidAmerican Energy Co,EIA-860,42.5147,-92.3294,United States of America national data
Solar Photovoltaic Project #18,USA0057232,1.5,Solar,United States of America,Southern California Edison Co,EIA-860,34.083333,-117.516388,United States of America national data
Ghorasal Gas Power Plant Bangladesh,GEODB0040454,950.0,Gas,Bangladesh,Bangladesh Power Development Board (BPDB),GEO,23.9797,90.637,GEO data
Energieanlage 3,WRI1005660,18.6,Biomass,Germany,Kronoply GmbH,Open Power System Data,53.148966,12.379742,WRI data
Energiezentrale,WRI1005661,11.1,Gas,Germany,RÃœTGERS InfraTec GmbH,Open Power System Data,51.57442,7.29794,WRI data
Energiezentrale 1992,WRI1005662,11.06,Gas,Germany,Flughafen München GmbH,Open Power System Data,48.3591,11.7903,WRI data
VA Sepulveda Ambulatory Care Center,USA0058249,3.5,Solar,United States of America,Los Angeles Department of Water & Power,EIA-860,34.248889,-118.483333,United States of America national data
Enertec Hameln,WRI1005664,31.5,Waste,Germany,Enertec Hameln GmbH,Open Power System Data,52.09875,9.38821,WRI data
Effingham County Power Project,USA0055406,596.6,Gas,United States of America,Effingham County Power,EIA-860,32.277252,-81.284411,United States of America national data
Enkirch,WRI1005666,18.4,Hydro,Germany,RWE Innogy GmbH,Open Power System Data,49.97667,7.127777,WRI data
Mitchell (WV),USA0003948,1632.6,Coal,United States of America,Kentucky Power Co,EIA-860,39.8297,-80.8153,United States of America national data
Lajeado,BRA0010141,4.6,Hydro,Brazil,GRX Engenharia Ltda.,http://sigel.aneel.gov.br/kmz.html,-24.708889,-53.142222,Brazil national data
Luminárias (Ex-Cachoeira da Fumaça),BRA0010140,3.6,Hydro,Brazil,Luzboa Três S.A.,http://sigel.aneel.gov.br/kmz.html,-21.5,-44.85,Brazil national data
Cinco Cantos,BRA0010143,6.3,Hydro,Brazil,GRX Engenharia Ltda.,http://sigel.aneel.gov.br/kmz.html,-24.7375,-54.0125,Brazil national data
Nova Esperança,BRA0010142,4.5,Hydro,Brazil,GRX Engenharia Ltda.,http://sigel.aneel.gov.br/kmz.html,-24.755833,-53.140278,Brazil national data
São Mateus,BRA0010145,18.6,Hydro,Brazil,Msul Energia e Participações Ltda. e Trix Engenharia Civil Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.315278,-50.25837,Brazil national data
Malacara,BRA0010144,8.6,Hydro,Brazil,Msul Energia e Participações Ltda. e Trix Engenharia Civil Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.145,-50.111703,Brazil national data
Mascarenhas,BRA0000159,198.0,Hydro,Brazil,Energest S/A,http://sigel.aneel.gov.br/kmz.html,-19.500483,-40.918464,Brazil national data
Machadinho,BRA0000158,1140.0,Hydro,Brazil,Companhia Brasileira de Alumínio,http://sigel.aneel.gov.br/kmz.html,-27.527778,-51.790278,Brazil national data
Macaco Branco,BRA0000157,2.363,Hydro,Brazil,Companhia Jaguari de Energia,http://sigel.aneel.gov.br/kmz.html,-22.790556,-46.897222,Brazil national data
Luís Eduardo Magalhães (Lajeado),BRA0000156,902.5,Hydro,Brazil,Rede Lajeado Energia S/A,http://sigel.aneel.gov.br/kmz.html,-9.757222,-48.371389,Brazil national data
Jurupará,BRA0000155,7.2,Hydro,Brazil,Companhia Brasileira de Alumínio,http://sigel.aneel.gov.br/kmz.html,-23.962222,-47.39,Brazil national data
Jurumirim (Armando Avellanal Laydner),BRA0000154,100.956,Hydro,Brazil,Duke Energy International +  Geração Paranapanema S/A.,http://sigel.aneel.gov.br/kmz.html,-23.209444,-49.23,Brazil national data
Jupiá (Eng° Souza Dias),BRA0000153,1551.2,Hydro,Brazil,Companhia Energética de São Paulo,http://sigel.aneel.gov.br/kmz.html,-20.775833,-51.626667,Brazil national data
Verde 04 Baixo,BRA0011733,10.5,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-17.325278,-50.682222,Brazil national data
Juba I,BRA0000151,42.0,Hydro,Brazil,Itamarati Norte S/A - Agropecuária,http://sigel.aneel.gov.br/kmz.html,-14.748333,-58.073889,Brazil national data
Jauru,BRA0000150,121.5,Hydro,Brazil,Queiroz Galvão Energética S/A.,http://sigel.aneel.gov.br/kmz.html,-15.235556,-58.727778,Brazil national data
PROVVIDENZA,WRI1002931,139.0,Hydro,Italy,,TERNA,44.55,11.1,CARMA data
Reftinskaya GRES,WRI1003790,3800.0,Coal,Russia,PSJC Enel Russia (OGK-5),PSJC Enel Russia (OGK-5),57.106,61.711,GEO data
Córrego do Ouro,BRA0011732,2.2,Hydro,Brazil,Park Way Engenharia Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.95,-51.843,Brazil national data
Pori,WRI1002496,81.4,Biomass,Finland,Porin Prosessivoima Oy,Finnish Energy Authority,61.4833333,21.7833333,CARMA data
Samara GRES,WRI1003797,61.0,Gas,Russia,t+group,t+group,53.2,50.15,CARMA data
Traer South,USA0007920,2.0,Oil,United States of America,City of Traer - (IA),EIA-860,42.1925,-92.4747,United States of America national data
Sakmarskaya TPP,WRI1003795,460.0,Gas,Russia,t+group,t+group,51.8435,55.0988,GEO data
Rio do Campo,BRA0011735,2.02,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-27.006667,-50.170556,Brazil national data
Das Almas,BRA0010719,6.12,Hydro,Brazil,RDR Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-24.74,-49.38,Brazil national data
Saransk HPP-2,WRI1003799,350.0,Hydro,Russia,t+group,t+group,54.1838,45.1749,CARMA data
Shaxikou,WRI1000586,300.0,Hydro,China,,Baike,26.589583,118.08375,WRI data
Sete Quedas I,BRA0011734,10.0,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-23.866667,-55.0,Brazil national data
Pedra do Gerônimo,BRA0030671,30.55,Wind,Brazil,Enel Green Power Pedra do Gerônimo Eólica S.A.,http://sigel.aneel.gov.br/kmz.html,-9.067193,-38.144783,Brazil national data
Pelado,BRA0030670,20.0,Wind,Brazil,Gestamp Eólica Paraíso S.A.,http://sigel.aneel.gov.br/kmz.html,-6.013457,-36.434334,Brazil national data
Riachão VI,BRA0030673,29.7,Wind,Brazil,Central Eólica Apeliotes Ltda,http://sigel.aneel.gov.br/kmz.html,-5.537553,-35.446718,Brazil national data
Farol,BRA0030672,20.0,Wind,Brazil,GE Farol S.A.,http://sigel.aneel.gov.br/kmz.html,-5.097025,-36.020351,Brazil national data
Ventos de São Miguel,BRA0030675,30.0,Wind,Brazil,Energisa Geração - Central Eólica Ventos de São Miguel S.A.,http://sigel.aneel.gov.br/kmz.html,-5.283908,-35.875473,Brazil national data
Jatobá,BRA0011737,4.35,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-17.757897,-51.474769,Brazil national data
Ventos da Andorinha,BRA0030677,30.0,Wind,Brazil,Andorinha Energias Renováveis S.A.,http://sigel.aneel.gov.br/kmz.html,-10.583277,-40.637447,Brazil national data
Tacaicó,BRA0030676,18.8,Wind,Brazil,Enel Green Power Tacaicó Eólica S.A.,http://sigel.aneel.gov.br/kmz.html,-9.018737,-38.056015,Brazil national data
Baraúnas I,BRA0030679,32.9,Wind,Brazil,Baraúnas I Energética S.A.,http://sigel.aneel.gov.br/kmz.html,-9.886794,-41.120331,Brazil national data
Mussambê,BRA0030678,32.9,Wind,Brazil,Mussambê Energética S.A.,http://sigel.aneel.gov.br/kmz.html,-9.862764,-41.083417,Brazil national data
Sharikat Kahraba Berrouaghia (SKB) OCGT Power Plant Algeria,GEODB0041730,500.0,Gas,Algeria,Sonelgaz,GEO,36.1399,2.9296,GEO data
Ascurra,BRA0011736,11.5,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-26.985,-49.375,Brazil national data
High Point Fairfield,USA0056059,1.8,Oil,United States of America,North Carolina Mun Power Agny #1,EIA-860,35.9269,-79.9858,United States of America national data
Msila OCGT Power Plant Algeria,GEODB0041737,730.0,Gas,Algeria,Sonelgaz Production de lElectricite,GEO,35.7078,4.4776,GEO data
Jijel Thermal Power Plant Algeria,GEODB0041734,588.0,Gas,Algeria,Unknown,GEO,36.8139,5.876,GEO data
Ravin Blanc Thermal Power Plant Algeria,GEODB0041735,133.0,Gas,Algeria,Unknown,GEO,35.7095,-0.6319,GEO data
McIntosh,USA0006124,988.0,Gas,United States of America,Georgia Power Co,EIA-860,32.356287,-81.168347,United States of America national data
Shrewsbury,USA0006125,14.0,Oil,United States of America,Town of Shrewsbury - (MA),EIA-860,42.2747,-71.7172,United States of America national data
Grahamsville,USA0002627,18.0,Hydro,United States of America,New York Power Authority,EIA-860,41.8592,-74.5106,United States of America national data
V C Summer,USA0006127,1029.6,Nuclear,United States of America,South Carolina Electric&Gas Company,EIA-860,34.2983,-81.3153,United States of America national data
Whitehorn,USA0006120,169.2,Gas,United States of America,Puget Sound Energy Inc,EIA-860,48.828784,-122.68609,United States of America national data
R E Ginna Nuclear Power Plant,USA0006122,614.0,Nuclear,United States of America,R.E. Ginna Nuclear Power Plant  LLC,EIA-860,43.2777,-77.3099,United States of America national data
Carville Energy LLC,USA0055404,570.0,Gas,United States of America,Carville Energy LLC,EIA-860,30.2294,-91.065,United States of America national data
Amistad Dam & Power,USA0006128,66.0,Hydro,United States of America,International Bound & Wtr Comm,EIA-860,29.449827,-101.06011,United States of America national data
Fairfield,USA0000940,7.5,Oil,United States of America,City of Fairfield- (IL),EIA-860,38.379718,-88.36686,United States of America national data
Dworshak,USA0000840,400.0,Hydro,United States of America,USACE Northwestern Division,EIA-860,46.5143,-116.2977,United States of America national data
EL PUEYO,WRI1006446,14.0,Hydro,Spain,CONFEDERACION HIDROGRAFICA DEL EBRO,Red Eléctrica de España,42.376352,-0.002612,CARMA data
Farmer City,USA0000941,11.3,Oil,United States of America,City of Farmer City - (IL),EIA-860,40.24611,-88.638761,United States of America national data
Rocky River (CT),USA0000539,31.0,Hydro,United States of America,FirstLight Power Resources Services LLC,EIA-860,41.5826,-73.4349,United States of America national data
Freeburg,USA0000943,15.7,Oil,United States of America,Village of Freeburg - (IL),EIA-860,38.425556,-89.914444,United States of America national data
Geneseo,USA0000944,32.4,Oil,United States of America,City of Geneseo - (IL),EIA-860,41.451494,-90.148547,United States of America national data
SPPC,WRI1001950,59.0,Oil,Philippines,,Philippines Department of Energy,6.101792,125.290478,CARMA data
Baoquan,WRI1000559,1200.0,Hydro,China,,HydroChina Corporation,35.478754,113.482336,WRI data
Eltopia Branch Canal 4.6,USA0056696,2.2,Hydro,United States of America,Grand Coulee Project Hydroelectric Auth,EIA-860,46.378381,-119.254522,United States of America national data
Areia Branca,BRA0030015,27.3,Wind,Brazil,Eólica Bela Vista Geração e Comercialização de Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-4.968617,-36.900937,Brazil national data
de Palmas,BRA0030014,2.5,Wind,Brazil,Copel Geração e Transmissão S.A,http://sigel.aneel.gov.br/kmz.html,-26.578127,-51.70038,Brazil national data
Diamante II,BRA0030017,18.0,Wind,Brazil,CEA - Centrais Eólicas Assuruá S.A.,http://sigel.aneel.gov.br/kmz.html,-11.101134,-42.615539,Brazil national data
Icaraizinho,BRA0030016,54.6,Wind,Brazil,Eólica Icaraizinho Geração e Comercialização de Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-3.017865,-39.674071,Brazil national data
Cristalândia II,BRA0030011,30.0,Wind,Brazil,Parque Eólico Cristalândia Ltda.,http://sigel.aneel.gov.br/kmz.html,-13.967632,-41.550249,Brazil national data
