name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Pontal do Prata,BRA0011372,13.774,Hydro,Brazil,Rialma Companhia Energética V S.A.,http://sigel.aneel.gov.br/kmz.html,-18.741389,-52.286667,Brazil national data
Imbé I,BRA0011375,2.332,Hydro,Brazil,Paracatu Energia S.A,http://sigel.aneel.gov.br/kmz.html,-19.609444,-41.917222,Brazil national data
Santa Cecília,BRA0011374,3.5,Hydro,Brazil,Geradora de Energia do Estado de Mato Grosso S.A,http://sigel.aneel.gov.br/kmz.html,-15.982222,-55.375556,Brazil national data
Engenheiro Henrique Kotzian,BRA0011377,13.0,Hydro,Brazil,Rincão do Ivaí Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-29.130556,-53.315556,Brazil national data
Bebedouro,BRA0011376,16.02,Hydro,Brazil,CEI Minas PCH Ltda,http://sigel.aneel.gov.br/kmz.html,-15.935,-46.441667,Brazil national data
Longkaikou,WRI1000473,1900.0,Hydro,China,,Wilson Center,26.5304,100.415718,WRI data
Foundation ST,USA0057626,2.0,Wind,United States of America,Foundation HA Energy Generation  LLC,EIA-860,37.714167,-121.521666,United States of America national data
Sobragi,BRA0000261,60.0,Hydro,Brazil,Siderúrgica Barra Mansa S/A,http://sigel.aneel.gov.br/kmz.html,-21.94,-43.37,Brazil national data
Nea,WRI1003952,177.0,Hydro,Norway,100%,Starkraft,63.216667,11.033333,CARMA data
Burnside,WRI1015740,132.0,Oil,Canada,NS Power,Canadian Power Plant Database,44.7147,-63.6098,GEO data
EBKW Knapsack,WRI1005643,33.4,Waste,Germany,EBS - Kraftwerks GmbH,Open Power System Data,50.8577189,6.850175,WRI data
Kenkou power station,GEODB0000056,110.0,Coal,China,Fujian Electric Power Co Ltd,SourceWatch,25.075,117.017,SourceWatch data
Shanxi Hepo power station,GEODB0000617,300.0,Coal,China,Gemeng International,SourceWatch,37.8469433,113.6165446,SourceWatch data
Lumberton,USA0010382,34.7,Coal,United States of America,NC Renewable Power - Lumberton LLC,EIA-860,34.59,-78.9968,United States of America national data
Antônio Dias,BRA0020566,1.0,Hydro,Brazil,Antônio Dias Energia S.A. + ,http://sigel.aneel.gov.br/kmz.html,-19.604722,-42.858333,Brazil national data
Bay County Waste to Energy,USA0010250,13.6,Waste,United States of America,Bay County Board-County Comm,EIA-860,30.266057,-85.52067,United States of America national data
Haypress,USA0010253,10.0,Hydro,United States of America,EIF Haypress LLC,EIA-860,39.565677,-120.581684,United States of America national data
Domtar Kingsport Mill,USA0010252,50.0,Biomass,United States of America,Domtar Paper Co LLC Kingsport Mill,EIA-860,36.5489,-82.5667,United States of America national data
Bangor Pacific Hydro,USA0010255,13.0,Hydro,United States of America,Brookfield Black Bear Hydro  LLC,EIA-860,45.2497,-68.6483,United States of America national data
UMM Wind Turbine,USA0057732,1.7,Wind,United States of America,University of Minnestoa Morris Campus,EIA-860,45.5897,-95.877033,United States of America national data
Lopez Canyon,USA0057730,1.5,Waste,United States of America,Los Angeles Department of Water & Power,EIA-860,34.292645,-118.389774,United States of America national data
Paris Energy Center,USA0050109,250.0,Gas,United States of America,Paris Generation LP,EIA-860,33.6968,-95.5577,United States of America national data
Haw River Hydro,USA0010258,1.5,Hydro,United States of America,Haw River Hydro Co,EIA-860,35.9483,-79.3244,United States of America national data
Elizabethtown Power LLC,USA0010380,34.7,Coal,United States of America,North Carolina Renewable Power,EIA-860,34.647155,-78.64151,United States of America national data
SPS4 Monument,USA0057739,10.1,Solar,United States of America,SunE SPS4  LLC,EIA-860,32.681944,-103.303611,United States of America national data
SPS3 Lea,USA0057738,10.0,Solar,United States of America,SunE SPS3  LLC,EIA-860,32.469722,-103.323333,United States of America national data
Jay County LFGTE,USA0056464,3.2,Waste,United States of America,Wabash Valley Power Assn  Inc,EIA-860,40.4311,-85.0056,United States of America national data
Liberty I & II LFGTE,USA0056465,6.4,Waste,United States of America,Wabash Valley Power Assn  Inc,EIA-860,40.885556,-86.704444,United States of America national data
Palmeiras,BRA0000260,24.602,Hydro,Brazil,Celesc Geração S.A.,http://sigel.aneel.gov.br/kmz.html,-26.666662,-49.333332,Brazil national data
Russell City Energy Center,USA0056467,655.0,Gas,United States of America,Russell City Energy Company LLC,EIA-860,37.63466,-122.13381,United States of America national data
Twin Buttes Wind Project,USA0056460,75.0,Wind,United States of America,Iberdrola Renewables Inc,EIA-860,37.6735,-102.8622,United States of America national data
Dry Creek LFG to Energy Project,USA0056461,3.2,Waste,United States of America,Oregon Environmental Industries LLC,EIA-860,42.3883,-122.7911,United States of America national data
Geneva Generation Facility,USA0056462,29.5,Gas,United States of America,City of Geneva- (IL),EIA-860,41.8911,-88.2711,United States of America national data
Oak Ridge LFGTE,USA0056463,3.2,Waste,United States of America,Wabash Valley Power Assn  Inc,EIA-860,40.8028,-86.3678,United States of America national data
Klondike Windpower III,USA0056468,297.5,Wind,United States of America,Iberdrola Renewables Inc,EIA-860,45.5836,-120.5042,United States of America national data
Roseburg Forest Products Biomass,USA0056469,13.4,Waste,United States of America,Roseburg Forest Products,EIA-860,41.435556,-122.376944,United States of America national data
Arroio Trinta,BRA0020567,1.0,Hydro,Brazil,CGH Arroio Trinta Energética Ltda,http://sigel.aneel.gov.br/kmz.html,-26.88,-51.279722,Brazil national data
Norddalen,WRI1003959,7.5,Hydro,Norway,100%,Starkraft,68.1743,17.91906,GEO data
Kalaeloa Cogen Plant,USA0054646,299.4,Oil,United States of America,Kalaeloa Partners LP,EIA-860,21.302106,-158.096318,United States of America national data
TPC Windfarms LLC,USA0054647,28.7,Wind,United States of America,Terra-Gen Operating Co LLC,EIA-860,35.05,-118.2572,United States of America national data
Eastern Landfill Gas LLC,USA0056571,3.0,Waste,United States of America,Eastern Landfill Gas LLC,EIA-860,39.3908,-76.4042,United States of America national data
Huaneng Yingcheng power station,GEODB0000321,700.0,Coal,China,China Huaneng Group Corp,SourceWatch,30.9150107,113.6606348,SourceWatch data
NAEA Lakewood LLC,USA0054640,238.5,Gas,United States of America,NAEA Operating Company LLC,EIA-860,40.0613,-74.1686,United States of America national data
Namforsen,WRI1002126,115.0,Hydro,Sweden,100% Vattenfall,Vattenfall,63.4333333,16.9,CARMA data
Salo,WRI1002526,13.5,Biomass,Finland,Voimavasu Oy,Finnish Energy Authority,60.3833333,23.1333333,CARMA data
Shane's Wind Machine,USA0056577,1.3,Wind,United States of America,Cowell,EIA-860,44.1508,-96.1361,United States of America national data
Langdale,USA0000711,1.0,Hydro,United States of America,Georgia Power Co,EIA-860,32.813836,-85.167786,United States of America national data
Jack McDonough,USA0000710,2603.6,Gas,United States of America,Georgia Power Co,EIA-860,33.8239,-84.4758,United States of America national data
Sabine River Works,USA0010789,96.1,Gas,United States of America,E I DuPont De Nemours & Co,EIA-860,30.0552,-93.7579,United States of America national data
Lloyd Shoals,USA0000712,14.4,Hydro,United States of America,Georgia Power Co,EIA-860,33.320773,-83.841922,United States of America national data
McManus,USA0000715,644.3,Oil,United States of America,Georgia Power Co,EIA-860,31.213645,-81.546165,United States of America national data
Toadtown,USA0000714,1.8,Hydro,United States of America,Pacific Gas & Electric Co,EIA-860,39.893491,-121.59338,United States of America national data
Morgan Falls,USA0000717,16.8,Hydro,United States of America,Georgia Power Co,EIA-860,33.9684,-84.3827,United States of America national data
North Highlands,USA0000719,29.6,Hydro,United States of America,Georgia Power Co,EIA-860,32.498791,-84.995585,United States of America national data
Nacoochee,USA0000718,4.8,Hydro,United States of America,Georgia Power Co,EIA-860,34.755269,-83.501073,United States of America national data
Koyle Ranch Hydroelectric Project,USA0010781,1.3,Hydro,United States of America,Koyle Hydro Inc,EIA-860,42.945664,-114.795698,United States of America national data
Minco Wind I LLC,USA0057590,99.2,Wind,United States of America,FPLE Wind  LLC,EIA-860,35.280278,-97.975556,United States of America national data
Piedmont Hydro Power Project,USA0010787,1.0,Hydro,United States of America,Aquenergy Systems Inc,EIA-860,34.702021,-82.462102,United States of America national data
Pinnacle Wind Force LLC,USA0057595,55.2,Wind,United States of America,Edison Mission Energy,EIA-860,39.445,-79.03,United States of America national data
Colstrip Energy LP,USA0010784,46.1,Coal,United States of America,Colstrip Energy LP,EIA-860,45.9752,-106.6547,United States of America national data
Taconite Harbor Energy Center,USA0010075,252.0,Coal,United States of America,ALLETE  Inc.,EIA-860,47.5314,-90.9114,United States of America national data
Pulp Mill Power House,USA0010074,20.0,Biomass,United States of America,Humboldt Bay Harbor Rec & Con Dist,EIA-860,40.8054,-124.1949,United States of America national data
Sky River LLC,USA0050536,76.9,Wind,United States of America,Sky River LLC,EIA-860,35.2608,-118.2469,United States of America national data
SX Landfill Energy LLC,USA0057846,3.2,Waste,United States of America,SX Landfill Energy LLC,EIA-860,41.091667,-74.682777,United States of America national data
Portsmouth Genco LLC,USA0010071,114.8,Coal,United States of America,Portsmouth Operating Services LLC,EIA-860,36.8702,-76.3529,United States of America national data
Foothills Hydro Plant,USA0010070,3.1,Hydro,United States of America,Denver City & County-Foothills,EIA-860,39.4588,-105.0657,United States of America national data
SC Landfill Energy LLC,USA0057843,1.9,Waste,United States of America,SC Landfill Energy LLC,EIA-860,39.588889,-75.376389,United States of America national data
Engineered Carbons Borger Cogen,USA0010072,20.0,Gas,United States of America,Orion Engineered Carbons,EIA-860,35.66704,-101.432004,United States of America national data
Green Acres Solar Facility 1,USA0057849,3.0,Solar,United States of America,SEAI Elk Grove LLC,EIA-860,38.282021,-121.464676,United States of America national data
WC Landfill Energy LLC,USA0057848,3.2,Solar,United States of America,WC Landfill Energy LLC,EIA-860,40.813611,-75.009166,United States of America national data
Parteboda,WRI1019325,35.0,Hydro,Sweden,Fortum,Fortum Sweden,62.5166667,15.7833333,CARMA data
Bastusel,WRI1002129,107.0,Hydro,Sweden,100% Vattenfall,Vattenfall,65.35,18.6166667,CARMA data
Sugar Creek Power,USA0055364,619.4,Gas,United States of America,Northern Indiana Pub Serv Co,EIA-860,39.3931,-87.5108,United States of America national data
Exelon LaPorte Generating Station,USA0055365,236.0,Gas,United States of America,Exelon Power,EIA-860,29.7028,-95.0718,United States of America national data
Bristol Myers Squibb Wallingford,USA0058948,7.7,Gas,United States of America,Bristol-Myers Squibb Co,EIA-860,41.483611,-72.756389,United States of America national data
Kelsey,WRI1015849,250.0,Hydro,Canada,Capital Power & TransAlta,Canadian Power Plant Database,56.0400207013,-96.5383243561,GEO data
Llangwyryfon,WRI1004925,9.0,Wind,United Kingdom,Llangwyryfon Windfarm Ltd (7),UK DUKES,52.4154823335,-4.08292293549,CARMA data
Sallila,WRI1002524,1.2,Hydro,Finland,Sallila Energia Oy,Finnish Energy Authority,62.3666667,29.4333333,CARMA data
Wethersfield Wind Farm,USA0055368,6.6,Wind,United States of America,CHI Energy Inc,EIA-860,42.678819,-78.243792,United States of America national data
MONCLUES,WRI1006684,30.0,Wind,Spain,TARRACO EOLICA LES GARRIGUES  S.L.,Red Eléctrica de España,41.35,0.6666667,CARMA data
Laurel,USA0002249,4.7,Gas,United States of America,City of Laurel - (NE),EIA-860,42.430539,-97.090814,United States of America national data
Kimball,USA0002248,9.6,Gas,United States of America,City of Kimball - (NE),EIA-860,41.235,-103.6597,United States of America national data
Hamakua Energy Plant,USA0055369,66.0,Oil,United States of America,Hamakua Energy Partners LP,EIA-860,20.0939,-155.4711,United States of America national data
C W Burdick,USA0002241,240.8,Gas,United States of America,City of Grand Island - (NE),EIA-860,40.9228,-98.3269,United States of America national data
Lon Wright,USA0002240,170.0,Coal,United States of America,City of Fremont - (NE),EIA-860,41.4281,-96.4623,United States of America national data
Don Henry,USA0002243,22.0,Gas,United States of America,City of Hastings - (NE),EIA-860,40.583155,-98.420055,United States of America national data
La Yesca,WRI1016177,375.0,Hydro,Mexico,,CFE,20.55,-102.0166667,CARMA data
North Denver,USA0002244,39.0,Gas,United States of America,City of Hastings - (NE),EIA-860,40.598839,-98.38863,United States of America national data
Sureste,WRI1016172,102.0,Wind,Mexico,,CFE,16.3333333,-95.2333333,CARMA data
Baja California III,WRI1016173,217.0,Gas,Mexico,,CFE,27.6333333,-112.9833333,CARMA data
Lairg,WRI1004909,4.0,Hydro,United Kingdom,Shin,UK DUKES,58.0236949017,-4.39957575656,CARMA data
COGENERACION LA RABIDA (DETISA),WRI1006376,49.9,Gas,Spain,GENERACION ELECTRICA PENINSULAR  S.A. (GEPESA),Red Eléctrica de España,37.234573,-6.894713,CARMA data
Salmisaari B,WRI1002525,163.0,Coal,Finland,Helsingin Energia,Finnish Energy Authority,60.1656,24.9048,GEO data
Kingairloch,WRI1004903,4.0,Hydro,United Kingdom,Great Glen,UK DUKES,56.3952168592,-3.43139122104,CARMA data
Kiln Pit Hill,WRI1004900,14.0,Wind,United Kingdom,RWE Innogy Ltd (continued),UK DUKES,54.8540404477,-1.83159514534,CARMA data
Kilroot,WRI1004901,520.0,Coal,United Kingdom,AES,UK DUKES,54.7255,-5.7653,GEO data
Kirkwall,WRI1004906,16.0,Oil,United Kingdom,,UK DUKES,58.9847871019,-2.95873403549,CARMA data
Knabs Ridge,WRI1004907,16.0,Wind,United Kingdom,RWE Innogy Ltd (continued),UK DUKES,53.9907833214,-1.53729872308,CARMA data
Kirkby Moor,WRI1004904,5.0,Wind,United Kingdom,Beaufort Wind Ltd (4),UK DUKES,54.1959391133,-3.0962562561,CARMA data
Alliant SBD 9203 Profol,USA0054719,5.6,Oil,United States of America,American Profol Incorporated,EIA-860,41.935,-91.6361,United States of America national data
Lavey,WRI1004300,90.0,Hydro,Switzerland,,Swiss Federal Office of Energy,46.221296153,7.01477050781,CARMA data
Huizhou Cogen power station,GEODB0000111,660.0,Coal,China,Shenhua Guohua Elec Power Corp,SourceWatch,22.75307,114.62675,SourceWatch data
Le Chalet,WRI1004302,2.6,Hydro,Switzerland,,Swiss Federal Office of Energy,46.2364025618,7.02694622846,CARMA data
VEMAGIRI CCCP,WRI1001505,388.5,Gas,India,,Central Energy Agency,16.9238,81.8141,GEO data
Aberthaw GT,WRI1004656,51.0,Gas,United Kingdom,RWE Npower Plc,UK DUKES,51.387477,-3.406751,CARMA data
Achanalt,WRI1004657,3.0,Hydro,United Kingdom,Conon,UK DUKES,57.6116238378,-4.91275776467,CARMA data
Lake Superior,WRI1015871,110.0,Gas,Canada,Hydro Quebec,Canadian Power Plant Database,46.5158,-84.3688,GEO data
PPG Industries Works 14,USA0054360,4.7,Oil,United States of America,PPG Industries Inc Works 14,EIA-860,39.7703,-88.8697,United States of America national data
Les Moyats,WRI1004309,1.6,Hydro,Switzerland,,Swiss Federal Office of Energy,46.9558573767,6.74775123596,CARMA data
Achany,WRI1004658,38.0,Wind,United Kingdom,Wind,UK DUKES,57.9666667,-4.5666667,CARMA data
Shopping Parque das Bandeiras,BRA0040899,3.355,Coal,Brazil,Administradora Shopping Parque das Bandeiras Ltda,http://sigel.aneel.gov.br/kmz.html,-22.925134,-47.17901,Brazil national data
PPG Industries Shelby NC Works,USA0054363,4.2,Oil,United States of America,PPG Industries Inc Shelby,EIA-860,35.3264,-81.6292,United States of America national data
Alliant SBD 8501 Aegon LI,USA0054714,3.1,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,42.0308,-91.7069,United States of America national data
Luoding power station,GEODB0000112,270.0,Coal,China,Guangdong Electric Power Development Co,SourceWatch,22.8044935,111.6182819,SourceWatch data
Cowley North,WRI1017217,19.5,Wind,Canada,,Canadian Wind Energy Association,49.483279876,-113.951948758,CARMA data
Leuhunkoski,WRI1002439,3.2,Hydro,Finland,Vattenfall Sähköntuotanto oy,Finnish Energy Authority,64.2,29.5833333,CARMA data
Al Tayem OCGT Power Plant Syria,GEODB0041669,100.0,Gas,Syrian Arab Republic,Public Establishment of Electricity for Generation and Transmission (PEEGT),GEO,35.2308,40.0672,GEO data
Alliant SBD 9107 JBS USA,USA0054715,11.4,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,42.056,-92.8971,United States of America national data
Lappeenranta TG9,WRI1002434,67.3,Biomass,Finland,UPM-Kymmene Oyj,Finnish Energy Authority,61.0587111029,28.1887078285,CARMA data
Porto Santa Rita Alto,BRA0011898,15.65,Hydro,Brazil,Luzboa Quatro S.A.,http://sigel.aneel.gov.br/kmz.html,-18.936944,-42.366671,Brazil national data
Leppikoski,WRI1002437,21.0,Hydro,Finland,Fortum Power & Heat   Generation,Finnish Energy Authority,64.2,24.5,CARMA data
Alliant SBD 8602 Marion Sub,USA0054716,5.6,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,42.0289,-91.5975,United States of America national data
Tupitinga,BRA0011899,20.0,Hydro,Brazil,Unknown,http://sigel.aneel.gov.br/kmz.html,-27.53314,-51.419946,Brazil national data
Alliant SBD 9106 Rockwell CR,USA0054717,16.0,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,42.0356,-91.6458,United States of America national data
Meixian power station,GEODB0000117,270.0,Coal,China,Guangdong Electric Power Development Co,SourceWatch,23.681,113.056,SourceWatch data
Alliant SBD 9205 A Y McDonald,USA0054710,3.1,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,42.490556,-90.745,United States of America national data
Mawan power station,GEODB0000116,1840.0,Coal,China,Shenzhen Energy Group Co Ltd,SourceWatch,22.4815686,113.8715649,SourceWatch data
Chongqing Baihe power station,GEODB0000037,700.0,Coal,China,China Power Investment Corp,SourceWatch,31.269167,108.456944,SourceWatch data
Majestic 1 Wind Farm,USA0056648,79.5,Wind,United States of America,NextEra Energy Majestic Wind,EIA-860,35.3919,-101.53,United States of America national data
South Trent Wind Farm,USA0056649,101.2,Wind,United States of America,NRG Energy Inc,EIA-860,32.4081,-100.1286,United States of America national data
Saario,WRI1002523,1.6,Hydro,Finland,Pohjois-Karjalan Sähkö Oy,Finnish Energy Authority,62.25,30.5,CARMA data
Alliant SBD 9201 Norplex,USA0054712,2.1,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,43.0906,-91.5542,United States of America national data
Prospect Municipal,USA0007603,1.8,Oil,United States of America,American Mun Power-Ohio  Inc,EIA-860,40.4411,-83.1883,United States of America national data
Camp Grove Wind Farm,USA0056640,150.0,Wind,United States of America,Orion Energy Group LLC,EIA-860,41.090583,-89.639811,United States of America national data
Senoko Thermal Power Station Singapore,GEODB0003827,500.0,Oil,Singapore,Marubeni Corporation Japan (majority share holder in to Lion Power Holdings),GEO,1.464,103.7976,GEO data
